Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-156842,Eukaryotic Translation Elongation,12,102,0.007147362,1.50E-04,0.014699117,4,9,6.63E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,13,119,0.008338589,1.66E-04,0.014886802,5,5,3.68E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Sec11c;Rps11;Rps27l;Rps24,,R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,13,120,0.008408661,1.79E-04,0.014886802,2,3,2.21E-04,9606,Homo sapiens,Rps25;Pabpc1;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-156823;R-HSA-156826
R-HSA-72689,Formation of a pool of free 40S subunits,12,106,0.00742765,2.12E-04,0.015290156,2,2,1.47E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-72673;R-HSA-72676
R-HSA-72764,Eukaryotic Translation Termination,12,106,0.00742765,2.12E-04,0.015290156,3,5,3.68E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-141671;R-HSA-141691;R-HSA-141673
R-HSA-927802,Nonsense-Mediated Decay (NMD),13,124,0.00868895,2.45E-04,0.015436134,6,6,4.42E-04,9606,Homo sapiens,Rps25;Pabpc1;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),13,124,0.00868895,2.45E-04,0.015436134,5,5,3.68E-04,9606,Homo sapiens,Rps25;Pabpc1;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-927836;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-376176,Signaling by ROBO receptors,19,235,0.016466961,2.89E-04,0.017351127,4,60,0.004419238,9606,Homo sapiens,Psmb5;Rps25;Psmc2;Psme3;Pabpc1;Rpl24;Clasp1;Rpl15;Rpl17;Rps11;Rps24;Rpl32;Rplp0;Rpl12;Rps27l,,R-HSA-428885;R-HSA-9014652;R-HSA-9011313;R-HSA-9014610
R-HSA-2408557,Selenocysteine synthesis,12,112,0.007848084,3.47E-04,0.019760323,2,7,5.16E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-2408529;R-HSA-5333615
R-HSA-192823,Viral mRNA Translation,12,114,0.007988228,4.05E-04,0.021871233,2,2,1.47E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-192704;R-HSA-192841
R-HSA-381119,Unfolded Protein Response (UPR),14,155,0.010861187,6.24E-04,0.030275982,14,94,0.006923474,9606,Homo sapiens,Extl1;Creb3;Hspa5;Asns;Hsp90b1;Kdelr3;Cebpb;Atf3,,R-HSA-1791163;R-HSA-381158;R-HSA-381217;R-HSA-8874849;R-HSA-1791123;R-HSA-8953336;R-HSA-8874197;R-HSA-1791118;R-HSA-1791150;R-HSA-8874192;R-HSA-8874204;R-HSA-381086;R-HSA-1791173;R-HSA-8874200
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,12,120,0.008408661,6.32E-04,0.030275982,3,3,2.21E-04,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-72672;R-HSA-72619;R-HSA-72671
R-HSA-69615,G1/S DNA Damage Checkpoints,9,72,0.005045197,6.44E-04,0.030275982,9,26,0.001915003,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Cdkn1a;Ptk2,,R-HSA-69600;R-HSA-6803411;R-HSA-69604;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6803403;R-HSA-264458;R-HSA-6803801
R-HSA-9707587,Regulation of HMOX1 expression and activity,9,75,0.005255413,8.56E-04,0.038507954,8,19,0.001399425,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Prkcd;Hmox1;Mafk,,R-HSA-8932284;R-HSA-9707645;R-HSA-9708557;R-HSA-9708558;R-HSA-8932355;R-HSA-9708536;R-HSA-9708457;R-HSA-9707690
R-HSA-2408522,Selenoamino acid metabolism,15,180,0.012612991,9.08E-04,0.039048049,6,33,0.002430581,9606,Homo sapiens,Rps25;Rpl24;Rpl15;Eef1e1;Rpl17;Rps11;Rps24;Rpl32;Rplp0;Cth;Rars;Rpl12;Rps27l,,R-HSA-2408529;R-HSA-2408546;R-HSA-2408543;R-HSA-2408537;R-HSA-5333615;R-HSA-2408539
R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,3,6,4.20E-04,0.001031287,0.039188895,4,4,2.95E-04,9606,Homo sapiens,Myc;Cdkn1a,,R-HSA-8865265;R-HSA-8865280;R-HSA-8865244;R-HSA-8865256
R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,3,6,4.20E-04,0.001031287,0.039188895,4,5,3.68E-04,9606,Homo sapiens,Cdkn1a,,R-HSA-6803411;R-HSA-6803388;R-HSA-6803403;R-HSA-6803801
R-HSA-69560,Transcriptional activation of p53 responsive genes  ,3,6,4.20E-04,0.001031287,0.039188895,4,5,3.68E-04,9606,Homo sapiens,Cdkn1a,,R-HSA-6803411;R-HSA-6803388;R-HSA-6803403;R-HSA-6803801
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,4,15,0.001051083,0.001524148,0.054374746,2,5,3.68E-04,9606,Homo sapiens,Hspa5;Hsp90b1,,R-HSA-1791163;R-HSA-1791150
R-HSA-165158,Activation of AKT2,3,7,4.91E-04,0.001599257,0.054374746,3,3,2.21E-04,9606,Homo sapiens,Them4;Trib3;Pdk1,,R-HSA-109701;R-HSA-109700;R-HSA-109702
R-HSA-72766,Translation,22,339,0.023754467,0.001771924,0.058473501,50,99,0.007291743,9606,Homo sapiens,Rps25;Mrpl24;Vars;Pabpc1;Rpl24;Eif4ebp1;Tars;Rpl15;Eef1e1;Rpl17;Sec11c;Rps11;Rps24;Nars;Mrps18b;Rpl32;Rplp0;Rars;Rpl12;Rps27l,,R-HSA-1799326;R-HSA-5368279;R-HSA-156808;R-HSA-380042;R-HSA-156823;R-HSA-156826;R-HSA-157849;R-HSA-72619;R-HSA-72621;R-HSA-72622;R-HSA-5419261;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332;R-HSA-5389842;R-HSA-379974;R-HSA-5419281;R-HSA-5389848;R-HSA-379982;R-HSA-5389849;R-HSA-379861;R-HSA-5419264;R-HSA-5419271;R-HSA-379996;R-HSA-5419273;R-HSA-379865;R-HSA-379993;R-HSA-5419279;R-HSA-5389839;R-HSA-379867;R-HSA-72671;R-HSA-379994;R-HSA-5419277;R-HSA-72673;R-HSA-72672;R-HSA-141671;R-HSA-72676;R-HSA-380002;R-HSA-156907;R-HSA-141673;R-HSA-380008;R-HSA-379893;R-HSA-156915;R-HSA-156912;R-HSA-72691;R-HSA-5389857;R-HSA-72697;R-HSA-156923;R-HSA-141691
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,8,70,0.004905052,0.002204967,0.068353979,7,22,0.001620387,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Cdkn1a,,R-HSA-6803411;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6803403;R-HSA-264458;R-HSA-6803801
R-HSA-69563,p53-Dependent G1 DNA Damage Response,8,70,0.004905052,0.002204967,0.068353979,7,22,0.001620387,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Cdkn1a,,R-HSA-6803411;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6803403;R-HSA-264458;R-HSA-6803801
R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,4,17,0.001191227,0.002391537,0.071746107,3,10,7.37E-04,9606,Homo sapiens,Hspa5;Hsp90b1,,R-HSA-1791163;R-HSA-381158;R-HSA-1791150
R-HSA-381042,PERK regulates gene expression,6,42,0.002943031,0.002639458,0.079183726,3,11,8.10E-04,9606,Homo sapiens,Hspa5;Asns;Cebpb;Atf3,,R-HSA-1791118;R-HSA-381086;R-HSA-1791173
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,8,73,0.005115269,0.002841409,0.082400866,4,36,0.002651543,9606,Homo sapiens,Hspa9;Rala;Gsto1;Rplp0,,R-HSA-8950175;R-HSA-8950322;R-HSA-8950389;R-HSA-8950533
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,14,189,0.013243641,0.003800416,0.106411642,6,7,5.16E-04,9606,Homo sapiens,Rps25;Mphosph10;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Mpp6;Rps11;Rps27l;Rps24,,R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227
R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,5,34,0.002382454,0.005236363,0.141203154,2,7,5.16E-04,9606,Homo sapiens,Asns;Cebpb;Atf3,,R-HSA-1791118;R-HSA-1791173
R-HSA-168273,Influenza Viral RNA Transcription and Replication,13,176,0.012332703,0.005301762,0.141203154,3,14,0.001031156,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Polr2f;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-192704;R-HSA-168326;R-HSA-192841
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,6,49,0.003433537,0.005529237,0.141203154,6,23,0.001694041,9606,Homo sapiens,Camk2d;Dlg2;Tuba1c;Tuba4a;Apba1,,R-HSA-9610627;R-HSA-9611030;R-HSA-9610408;R-HSA-9611368;R-HSA-9610879;R-HSA-9610653
R-HSA-71291,Metabolism of amino acids and derivatives,34,665,0.046597996,0.005930835,0.141203154,32,285,0.020991382,9606,Homo sapiens,Psmc2;Psme3;Aldh6a1;Pycr1;Odc1;Psat1;Asns;Rpl15;Eef1e1;Phgdh;Rpl17;Rps11;Txn2;Rpl32;Rpl12;Slc3a2;Rps27l;Psmb5;Rps25;Serinc3;Got1;Rpl24;Rps24;Echs1;Rplp0;Rars;Cth;Ccbl2;Slc25a12;Psph,,R-HSA-70592;R-HSA-70599;R-HSA-2408546;R-HSA-70664;R-HSA-977348;R-HSA-350600;R-HSA-1614614;R-HSA-9035227;R-HSA-9035484;R-HSA-70870;R-HSA-353125;R-HSA-350567;R-HSA-977324;R-HSA-901097;R-HSA-70692;R-HSA-372448;R-HSA-1614591;R-HSA-70893;R-HSA-352232;R-HSA-1614583;R-HSA-70581;R-HSA-2408529;R-HSA-350578;R-HSA-2408543;R-HSA-977333;R-HSA-1237102;R-HSA-8932980;R-HSA-2408537;R-HSA-5333615;R-HSA-1614567;R-HSA-1614631;R-HSA-2408539
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,8,83,0.00581599,0.006040002,0.141203154,5,10,7.37E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Tuba1c;Tuba4a;Cdkn1a,,R-HSA-8852354;R-HSA-8852306;R-HSA-8852362;R-HSA-8852298;R-HSA-8852280
R-HSA-5678895,Defective CFTR causes cystic fibrosis,7,66,0.004624764,0.006065384,0.141203154,4,7,5.16E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Erlin1;Derl1,,R-HSA-8866854;R-HSA-8866858;R-HSA-8866857;R-HSA-8866856
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",7,66,0.004624764,0.006065384,0.141203154,3,6,4.42E-04,9606,Homo sapiens,Rps25;Pabpc1;Eif4ebp1;Rps11;Rps27l;Rps24,,R-HSA-156808;R-HSA-157849;R-HSA-72622
R-HSA-168255,Influenza Infection,14,200,0.014014435,0.006139268,0.141203154,4,59,0.004345584,9606,Homo sapiens,Rps25;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Slc25a5;Polr2f;Rpl17;Rps11;Rps27l;Rps24,,R-HSA-192704;R-HSA-168326;R-HSA-192841;R-HSA-168878
R-HSA-9020591,Interleukin-12 signaling,8,84,0.005886063,0.006468793,0.146688057,4,56,0.004124623,9606,Homo sapiens,Hspa9;Rala;Gsto1;Rplp0,,R-HSA-8950175;R-HSA-8950322;R-HSA-8950389;R-HSA-8950533
R-HSA-350562,Regulation of ornithine decarboxylase (ODC),6,51,0.003573681,0.006667639,0.146688057,4,4,2.95E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Odc1,,R-HSA-353125;R-HSA-350567;R-HSA-350578;R-HSA-350600
R-HSA-3828062,Glycogen storage disease type 0 (muscle GYS1),2,4,2.80E-04,0.007585219,0.159289607,1,1,7.37E-05,9606,Homo sapiens,Gys1;Gyg,,R-HSA-3828061
R-HSA-3814836,Glycogen storage disease type XV (GYG1),2,4,2.80E-04,0.007585219,0.159289607,1,1,7.37E-05,9606,Homo sapiens,Gys1;Gyg,,R-HSA-3814838
R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,2,4,2.80E-04,0.007585219,0.159289607,1,2,1.47E-04,9606,Homo sapiens,Slc25a5,,R-HSA-180905
R-HSA-8868773,rRNA processing in the nucleus and cytosol,14,207,0.01450494,0.008149165,0.162983297,7,15,0.00110481,9606,Homo sapiens,Rps25;Mphosph10;Rpl32;Rplp0;Rpl12;Rpl24;Rpl15;Rpl17;Mpp6;Rps11;Rps27l;Rps24,,R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227;R-HSA-6790906
R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,6,54,0.003783897,0.008680956,0.164938159,2,4,2.95E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Ptk2,,R-HSA-69600;R-HSA-69604
R-HSA-69610,p53-Independent DNA Damage Response,6,54,0.003783897,0.008680956,0.164938159,2,4,2.95E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Ptk2,,R-HSA-69600;R-HSA-69604
R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,6,54,0.003783897,0.008680956,0.164938159,2,4,2.95E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Ptk2,,R-HSA-69600;R-HSA-69604
R-HSA-9616222,Transcriptional regulation of granulopoiesis,7,71,0.004975124,0.008842846,0.168014065,9,27,0.001988657,9606,Homo sapiens,Myc;Tfdp1;Cdkn1a;Cebpb,,R-HSA-9617217;R-HSA-9618582;R-HSA-9618586;R-HSA-9617194;R-HSA-9618584;R-HSA-9622377;R-HSA-9617209;R-HSA-9624668;R-HSA-9634445
R-HSA-977347,Serine biosynthesis,4,25,0.001751804,0.009162559,0.17408862,4,7,5.16E-04,9606,Homo sapiens,Serinc3;Psat1;Phgdh;Psph,,R-HSA-977324;R-HSA-977348;R-HSA-977333;R-HSA-8932980
R-HSA-8957275,Post-translational protein phosphorylation,9,109,0.007637867,0.009681027,0.174258481,1,1,7.37E-05,9606,Homo sapiens,App;Rcn1;Prkcsh;Vgf;Stc2;Sdc2;Hsp90b1;Nucb1;Mfge8,,R-HSA-8952289
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,6,56,0.003924042,0.010244167,0.184395003,3,4,2.95E-04,9606,Homo sapiens,Psmb5;Psmc2;Pabpc1;Psme3,,R-HSA-450551;R-HSA-450580;R-HSA-450466
R-HSA-447115,Interleukin-12 family signaling,8,96,0.006726929,0.013593433,0.237187408,4,114,0.008396553,9606,Homo sapiens,Hspa9;Rala;Gsto1;Rplp0,,R-HSA-8950175;R-HSA-8950322;R-HSA-8950389;R-HSA-8950533
R-HSA-8932339,ROS sensing by NFE2L2,6,60,0.00420433,0.0139522,0.237187408,2,8,5.89E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Prkcd,,R-HSA-8932284;R-HSA-8932355
R-HSA-9707564,Cytoprotection by HMOX1,11,158,0.011071404,0.014706419,0.247262245,12,37,0.002725197,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Cycs;Prkcd;Hmox1;Mafk;Hmox2,,R-HSA-1250272;R-HSA-189398;R-HSA-8932284;R-HSA-9707645;R-HSA-9708557;R-HSA-9709918;R-HSA-9708558;R-HSA-8932355;R-HSA-163214;R-HSA-9708536;R-HSA-9708457;R-HSA-9707690
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,6,61,0.004274403,0.015008315,0.247262245,2,9,6.63E-04,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Ube2m,,R-HSA-5607731;R-HSA-5607725
R-HSA-8878159,Transcriptional regulation by RUNX3,9,118,0.008268517,0.01545389,0.247262245,7,47,0.003461737,9606,Homo sapiens,Psmb5;Psmc2;Psme3;Myc;Smurf1;Cdkn1a,,R-HSA-8952408;R-HSA-4411367;R-HSA-8878130;R-HSA-8878178;R-HSA-8952419;R-HSA-8878186;R-HSA-4411357
