Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1442490,"Collagen degradation",16,69,0.004834980029430313,1.9958229799121874E-4,0.025746116440867217,19,34,0.002504235103483833,9606,Homo sapiens,"Col1a2;Col15a1;Mmp12;Mmp14;Col18a1;Mmp15;Col5a2;Col6a1;Col6a2;Col4a1;Col25a1;Col4a2;Col6a6;Col8a1;Col6a3;Tmprss6","","R-HSA-2471621;R-HSA-2482180;R-HSA-1474196;R-HSA-1564112;R-HSA-2168038;R-HSA-2471842;R-HSA-2168046;R-HSA-1454822;R-HSA-1564164;R-HSA-1454757;R-HSA-1474210;R-HSA-2473584;R-HSA-1458433;R-HSA-1564142;R-HSA-2473596;R-HSA-2168923;R-HSA-2537499;R-HSA-1564169;R-HSA-2473594"
R-HSA-3000157,"Laminin interactions",10,31,0.0021722374045266626,2.553377817903213E-4,0.030129858251257913,15,15,0.0011048096044781615,9606,Homo sapiens,"Lama5;Col18a1;Col4a1;Lama3;Lama4;Col4a2;Itga2;Lamb1;Nid2;Nid1","","R-HSA-3787997;R-HSA-4084507;R-HSA-2426530;R-HSA-3907292;R-HSA-4084505;R-HSA-4084501;R-HSA-216051;R-HSA-2426676;R-HSA-2328145;R-HSA-216048;R-HSA-2426450;R-HSA-2396083;R-HSA-2327803;R-HSA-216058;R-HSA-349626"
R-HSA-1650814,"Collagen biosynthesis and modifying enzymes",16,76,0.005325485249807301,5.629383086693807E-4,0.06136027564496249,32,51,0.0037563526552257492,9606,Homo sapiens,"Col1a2;Col15a1;Col28a1;Col18a1;Col5a2;Col6a1;Col6a2;Col4a1;Col25a1;Col4a2;Adamts2;Col6a6;Col8a1;Col6a3;Colgalt2;Pcolce","","R-HSA-8948232;R-HSA-8944265;R-HSA-8948234;R-HSA-2002460;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-8944216;R-HSA-8944218;R-HSA-1981128;R-HSA-2002440;R-HSA-1980233;R-HSA-8944223;R-HSA-1981120;R-HSA-8944214;R-HSA-1650808;R-HSA-2002428;R-HSA-1614460;R-HSA-1614461;R-HSA-2022073;R-HSA-2089971;R-HSA-1981104;R-HSA-8944230;R-HSA-8944250;R-HSA-8948219;R-HSA-2152276;R-HSA-8948222;R-HSA-1981157;R-HSA-8944247;R-HSA-2002401"
R-HSA-416700,"Other semaphorin interactions",7,19,0.0013313713124518253,9.891834232806929E-4,0.09990752575134998,7,9,6.628857626868969E-4,9606,Homo sapiens,"Sema6d;Plxnd1;Cd72;Sema7a;Tyrobp;Plxna4;Trem2","","R-HSA-373748;R-HSA-416725;R-HSA-416690;R-HSA-416723;R-HSA-434990;R-HSA-434989;R-HSA-416683"
R-HSA-5576891,"Cardiac conduction",22,138,0.009669960058860626,0.0022387730844659615,0.21044466993980038,22,27,0.0019886572880606908,9606,Homo sapiens,"Fkbp1b;Fgf14;Npr1;Dmpk;Fxyd3;Atp2b2;Atp1b2;Atp2b4;Kcne3;Cacng4;Scn2b;Kcnk5;Corin;Scn1b;Kcnj2;Camk2b;Kcnip3;Kcnk16;Erg;Itpr3;Slc8a2;Cacna2d2","","R-HSA-5577237;R-HSA-427910;R-HSA-418309;R-HSA-2855020;R-HSA-5577234;R-HSA-5577213;R-HSA-5576895;R-HSA-5578783;R-HSA-5617182;R-HSA-5578910;R-HSA-5578777;R-HSA-139854;R-HSA-5617179;R-HSA-5617178;R-HSA-936897;R-HSA-5577050;R-HSA-6784598;R-HSA-169683;R-HSA-9684068;R-HSA-5226904;R-HSA-425661;R-HSA-1296046"
R-HSA-397014,"Muscle contraction",30,213,0.014925373134328358,0.0026259607155337816,0.23371050368250657,32,42,0.0030934668925388523,9606,Homo sapiens,"Fkbp1b;Fgf14;Fxyd3;Npr1;Dmpk;Cacng4;Scn1b;Camk2b;Kcnip3;Slc8a2;Acta2;Atp2b2;Atp1b2;Tpm2;Atp2b4;Dysf;Kcne3;Scn2b;Kcnk5;Corin;Kcnj2;Kcnk16;Vim;Erg;Anxa2;Anxa1;Itpr3;Cacna2d2;Sorbs3","","R-HSA-390597;R-HSA-5577237;R-HSA-427910;R-HSA-5263633;R-HSA-445700;R-HSA-390598;R-HSA-418309;R-HSA-390593;R-HSA-445699;R-HSA-390595;R-HSA-2855020;R-HSA-5577234;R-HSA-5578783;R-HSA-5617182;R-HSA-5578910;R-HSA-5578777;R-HSA-139854;R-HSA-445704;R-HSA-5617179;R-HSA-445705;R-HSA-5617178;R-HSA-936897;R-HSA-5577050;R-HSA-169683;R-HSA-5226904;R-HSA-5263628;R-HSA-5577213;R-HSA-5576895;R-HSA-6784598;R-HSA-9684068;R-HSA-425661;R-HSA-1296046"
R-HSA-1296071,"Potassium Channels",18,107,0.007497722654333964,0.0031143807840720017,0.2536421594451441,9,19,0.0013994254990056714,9606,Homo sapiens,"Gngt2;Kcna5;Kcnmb2;Kcna2;Kcnc4;Kcnh6;Kcnf1;Kcnj3;Kcnj10;Kcnj2;Kcnn4;Gng7;Kcnk16;Kcnab1;Erg;Gng11","","R-HSA-1296035;R-HSA-1013020;R-HSA-1296037;R-HSA-1013013;R-HSA-1013012;R-HSA-1296127;R-HSA-1299359;R-HSA-1296046;R-HSA-1296045"
R-HSA-419037,"NCAM1 interactions",10,44,0.0030831756709410693,0.003397838842203682,0.2536421594451441,3,10,7.365397363187744E-4,9606,Homo sapiens,"Cacna1g;Cacna1h;St8sia4;Col5a2;Col6a1;Col6a2;Col4a1;Col4a2;Col6a6;Col6a3","","R-HSA-422454;R-HSA-525833;R-HSA-375151"
R-HSA-2243919,"Crosslinking of collagen fibrils",7,24,0.0016817321841496743,0.003616384112083537,0.2536421594451441,13,13,9.575016572144067E-4,9606,Homo sapiens,"Col1a2;Pxdn;Col4a1;Col4a2;Loxl2;Pcolce","","R-HSA-2395302;R-HSA-2022141;R-HSA-2395340;R-HSA-2559639;R-HSA-2395223;R-HSA-2243926;R-HSA-2395314;R-HSA-2395324;R-HSA-2243931;R-HSA-2002466;R-HSA-2395257;R-HSA-2395322;R-HSA-2250301"
R-HSA-8957275,"Post-translational protein phosphorylation",18,109,0.007637867003013103,0.0037594119631852996,0.2536421594451441,1,1,7.365397363187744E-5,9606,Homo sapiens,"Prss23;Mfi2;Fn1;Tnc;Sparcl1;Igfbp7;Lgals1;Proc;Igfbp3;Vcan;Igfbp5;Sparc;Vwa1;Lamb1;Fstl1;Gas6;Fbn1;Ltbp1;Cyr61","","R-HSA-8952289"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",5,13,9.109382664144068E-4,0.00429238156247147,0.2536421594451441,2,3,2.209619208956323E-4,9606,Homo sapiens,"Cd44","","R-HSA-428287;R-HSA-428296"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",5,13,9.109382664144068E-4,0.00429238156247147,0.2536421594451441,1,3,2.209619208956323E-4,9606,Homo sapiens,"Ncf1;Ncf2;Cyba;Cybb;Ncf4","","R-HSA-1236967"
R-HSA-194306,"Neurophilin interactions with VEGF and VEGFR",3,4,2.8028869735827904E-4,0.004299019651612612,0.2536421594451441,2,2,1.4730794726375488E-4,9606,Homo sapiens,"Nrp1;Nrp2;Kdr","","R-HSA-195408;R-HSA-195418"
R-HSA-3656535,"TGFBR1 LBD Mutants in Cancer",3,4,2.8028869735827904E-4,0.004299019651612612,0.2536421594451441,1,1,7.365397363187744E-5,9606,Homo sapiens,"Fkbp1b;Tgfb1;Tgfbr2","","R-HSA-3656382"
R-HSA-1566948,"Elastic fibre formation",10,46,0.0032233200196202087,0.0046090208859240756,0.25810516961174823,16,17,0.0012521175517419166,9606,Homo sapiens,"Tgfb1;Eln;Mfap2;Fn1;Loxl2;Ltbp2;Itga5;Fbn1;Ltbp1","","R-HSA-2395364;R-HSA-2161282;R-HSA-2328033;R-HSA-2395328;R-HSA-2328037;R-HSA-2537665;R-HSA-2129353;R-HSA-2129385;R-HSA-2396399;R-HSA-2129357;R-HSA-2161293;R-HSA-2129362;R-HSA-2328048;R-HSA-1592387;R-HSA-2395320;R-HSA-2129375"
R-HSA-8874081,"MET activates PTK2 signaling",8,32,0.0022423095788662323,0.004829074973017322,0.2607700485429354,1,5,3.682698681593872E-4,9606,Homo sapiens,"Lama5;Col1a2;Col5a2;Lama3;Lama4;Itga2;Fn1;Lamb1","","R-HSA-8874079"
R-HSA-1296052,"Ca2+ activated K+ channels",4,10,7.007217433956976E-4,0.009058893687359904,0.471062471742715,2,3,2.209619208956323E-4,9606,Homo sapiens,"Kcnn4;Kcnmb2","","R-HSA-1296035;R-HSA-1296037"
R-HSA-3000170,"Syndecan interactions",7,29,0.002032093055847523,0.009715156534296665,0.48296480955094,6,15,0.0011048096044781615,9606,Homo sapiens,"Col1a2;Tgfb1;Col5a2;Sdc3;Itga2;Fn1;Tnc","","R-HSA-2684507;R-HSA-2681694;R-HSA-2731075;R-HSA-2731074;R-HSA-2731141;R-HSA-2731078"
R-HSA-4641265,"Repression of WNT target genes",5,16,0.0011211547894331162,0.009991504187923939,0.48296480955094,7,7,5.155778154231421E-4,9606,Homo sapiens,"Tle3;Tle2;Axin2;Tcf7l2","","R-HSA-4649028;R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348;R-HSA-4641229"
R-HSA-6794361,"Neurexins and neuroligins",11,60,0.004204330460374185,0.010275847011722128,0.48296480955094,18,19,0.0013994254990056714,9606,Homo sapiens,"Shank2;Shank3;Nlgn3;Lrrtm4;Syt2;Lrrn2;Nrxn2;Grin2c;Grm1;Dlgap2","","R-HSA-6794338;R-HSA-6797568;R-HSA-6794336;R-HSA-6794351;R-HSA-6794349;R-HSA-6794348;R-HSA-6794347;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-6797974;R-HSA-6794357;R-HSA-6794356;R-HSA-6794355;R-HSA-6797554;R-HSA-6794354;R-HSA-6794353;R-HSA-6794352"
R-HSA-3642279,"TGFBR2 MSI Frameshift Mutants in Cancer",2,2,1.4014434867913952E-4,0.011511291797140055,0.5085577139904252,1,1,7.365397363187744E-5,9606,Homo sapiens,"Tgfb1;Tgfbr2","","R-HSA-3642203"
R-HSA-8875878,"MET promotes cell motility",9,45,0.003153247845280639,0.011558129863418753,0.5085577139904252,6,12,8.838476835825292E-4,9606,Homo sapiens,"Lama5;Col1a2;Col5a2;Gm2a;Lama3;Lama4;Itga2;Fn1;Lamb1","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8875568;R-HSA-8874079;R-HSA-8875576"
R-HSA-5083630,"Defective LFNG causes SCDO3",3,6,4.2043304603741857E-4,0.01290353834646818,0.5290450722051954,1,1,7.365397363187744E-5,9606,Homo sapiens,"Notch4;Notch1;Notch3","","R-HSA-5096538"
R-HSA-9022927,"MECP2 regulates transcription of genes involved in GABA signaling",3,6,4.2043304603741857E-4,0.01290353834646818,0.5290450722051954,3,4,2.9461589452750976E-4,9606,Homo sapiens,"Gad1","","R-HSA-9022942;R-HSA-9022935;R-HSA-9022934"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",18,127,0.00889916614112536,0.01604458193789604,0.6417832775158416,9,14,0.0010311556308462842,9606,Homo sapiens,"Prss23;Mfi2;Fn1;Tnc;Sparcl1;Igfbp7;Lgals1;Proc;Igfbp3;Vcan;Igfbp5;Sparc;Vwa1;Lamb1;Fstl1;Gas6;Fbn1;Ltbp1;Cyr61","","R-HSA-381461;R-HSA-381446;R-HSA-381537;R-HSA-8952289;R-HSA-381500;R-HSA-381545;R-HSA-381496;R-HSA-381435;R-HSA-381466"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",8,41,0.00287295914792236,0.019025315334914916,0.7000924097979982,2,2,1.4730794726375488E-4,9606,Homo sapiens,"Spon1;Adamts10;Adamts4;Adamts2;Adamts7;Adamtsl2;Adamtsl4","","R-HSA-5173005;R-HSA-5173192"
R-HSA-1566977,"Fibronectin matrix formation",3,7,4.905052203769883E-4,0.019330692732877797,0.7000924097979982,3,3,2.209619208956323E-4,9606,Homo sapiens,"Ceacam1;Fn1;Itga5","","R-HSA-202723;R-HSA-2327746;R-HSA-2545196"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",3,7,4.905052203769883E-4,0.019330692732877797,0.7000924097979982,2,2,1.4730794726375488E-4,9606,Homo sapiens,"Fkbp1b;Tgfb1;Tgfbr2","","R-HSA-3656382;R-HSA-3656523"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",6,26,0.0018218765328288137,0.019542770602422266,0.7000924097979982,9,9,6.628857626868969E-4,9606,Homo sapiens,"Notch4;Acta2;Notch1;Flt4","","R-HSA-9604451;R-HSA-9604550;R-HSA-9013693;R-HSA-9605414;R-HSA-9604471;R-HSA-9013711;R-HSA-9604664;R-HSA-9604553;R-HSA-9604446"
R-HSA-6794362,"Protein-protein interactions at synapses",14,93,0.006516712213579987,0.020002640279942807,0.7000924097979982,25,33,0.0024305811298519554,9606,Homo sapiens,"Shank2;Lrrtm4;Shank3;Syt2;Ppfia4;Grm1;Dlgap2;Nlgn3;Lrrn2;Slitrk6;Nrxn2;Ptprf;Grin2c","","R-HSA-6794338;R-HSA-6794336;R-HSA-6794351;R-HSA-6794349;R-HSA-6794348;R-HSA-6794347;R-HSA-6797803;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-8849878;R-HSA-6794357;R-HSA-6794356;R-HSA-6794355;R-HSA-6797554;R-HSA-6798258;R-HSA-6794354;R-HSA-6794353;R-HSA-6794352;R-HSA-388824;R-HSA-8849881;R-HSA-6797568;R-HSA-8855648;R-HSA-6797974;R-HSA-8849906"
R-HSA-210747,"Regulation of gene expression in early pancreatic precursor cells",4,14,9.810104407539765E-4,0.027197700753796794,0.8139441755606651,3,6,4.419238417912646E-4,9606,Homo sapiens,"Pdx1;Nr5a2","","R-HSA-210769;R-HSA-210773;R-HSA-210780"
R-HSA-2214320,"Anchoring fibril formation",4,15,0.0010510826150935463,0.03371603071386764,0.8139441755606651,1,4,2.9461589452750976E-4,9606,Homo sapiens,"Col1a2;Col4a1;Lama3;Col4a2","","R-HSA-2396234"
