Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,12,76,0.005325485,4.62E-04,0.037408992,27,51,0.003756353,9606,Homo sapiens,Col1a2;Col3a1;Col1a1;Bmp1;Col6a1;Col6a2;Col4a1;Col4a2;Col5a1;Colgalt2;Col6a6;Col6a3,,R-HSA-8948232;R-HSA-8944265;R-HSA-2002460;R-HSA-8948234;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-2002440;R-HSA-1981128;R-HSA-1980233;R-HSA-8944223;R-HSA-8944214;R-HSA-1981120;R-HSA-1650808;R-HSA-2002428;R-HSA-1614460;R-HSA-1614461;R-HSA-2022073;R-HSA-2089971;R-HSA-1981104;R-HSA-8948219;R-HSA-8948222;R-HSA-8944240;R-HSA-1981157;R-HSA-8944247
R-HSA-428359,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,5,13,9.11E-04,5.03E-04,0.03824239,2,3,2.21E-04,9606,Homo sapiens,Cd44,,R-HSA-428287;R-HSA-428296
R-HSA-5576891,Cardiac conduction,17,138,0.00966996,5.94E-04,0.041597226,18,27,0.001988657,9606,Homo sapiens,Fkbp1b;Fgf14;Cacnb2;Npr1;Dmpk;Atp2b2;Atp1b2;Atp2b4;Atp2a3;Fkbp9;Camk2b;Kcnip3;Kcnk16;Slc8a2;Itpr3;Cacna2d2;Itpr2;Itpr1,,R-HSA-427910;R-HSA-418309;R-HSA-2855020;R-HSA-5577234;R-HSA-5577213;R-HSA-5576895;R-HSA-5617182;R-HSA-5578910;R-HSA-5578777;R-HSA-139854;R-HSA-5617179;R-HSA-936897;R-HSA-5617178;R-HSA-169683;R-HSA-6784598;R-HSA-9684068;R-HSA-5226904;R-HSA-425661
R-HSA-983712,Ion channel transport,22,206,0.014434868,6.83E-04,0.045082396,18,45,0.003314429,9606,Homo sapiens,Fkbp1b;Trpm2;Unc80;Atp2b2;Atp1b2;Atp2b4;Atp2a3;Scnn1b;Wnk4;Fkbp9;Atp8a1;Ano6;Unc79;Asic2;Ano1;Camk2b;Wnk3;Wnk2;Nedd4l;Sgk2;Nalcn;Tpcn1,,R-HSA-427910;R-HSA-8863494;R-HSA-2730664;R-HSA-9659568;R-HSA-418309;R-HSA-2671885;R-HSA-2682349;R-HSA-9650165;R-HSA-2672334;R-HSA-2855020;R-HSA-947591;R-HSA-2685505;R-HSA-3295579;R-HSA-2684901;R-HSA-936897;R-HSA-9684068;R-HSA-418365;R-HSA-939763
R-HSA-2214320,Anchoring fibril formation,5,15,0.001051083,9.50E-04,0.058930041,2,4,2.95E-04,9606,Homo sapiens,Col1a2;Col1a1;Bmp1;Col4a1;Col4a2,,R-HSA-2214330;R-HSA-2396234
R-HSA-1474228,Degradation of the extracellular matrix,17,148,0.010370682,0.001255457,0.074071977,28,105,0.007733667,9606,Homo sapiens,Col1a2;Col3a1;Col1a1;Col6a1;Col6a2;Col4a1;Col4a2;Col5a1;Adamts9;Col6a6;Col6a3;Ctss;Bmp1;Cdh1;Lamb1;Cd44;Fbn1,,R-HSA-1564112;R-HSA-3827958;R-HSA-4224014;R-HSA-1454791;R-HSA-2534260;R-HSA-2485111;R-HSA-1566981;R-HSA-1564164;R-HSA-1566979;R-HSA-2533874;R-HSA-2473584;R-HSA-1458433;R-HSA-2534206;R-HSA-2473596;R-HSA-3814820;R-HSA-2514823;R-HSA-2514831;R-HSA-1454843;R-HSA-1592310;R-HSA-1454822;R-HSA-2514772;R-HSA-1454757;R-HSA-1474213;R-HSA-1474210;R-HSA-2534160;R-HSA-1564142;R-HSA-2485148;R-HSA-2537499
R-HSA-418360,Platelet calcium homeostasis,7,35,0.002452526,0.001900535,0.10642995,4,8,5.89E-04,9606,Homo sapiens,Atp2b2;Atp2b4;Atp2a3;Slc8a2;Itpr3;Itpr2;Itpr1,,R-HSA-418309;R-HSA-418365;R-HSA-425661;R-HSA-139854
R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,5,18,0.001261299,0.002100038,0.111301994,4,6,4.42E-04,9606,Homo sapiens,Itpr3;Itpr2;Nfatc2;Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-2730849;R-HSA-2730867
R-HSA-1442490,Collagen degradation,10,69,0.00483498,0.002473378,0.123668891,12,34,0.002504235,9606,Homo sapiens,Col1a2;Col3a1;Col1a1;Col6a1;Col6a2;Col4a1;Col4a2;Col5a1;Col6a6;Col6a3,,R-HSA-1454822;R-HSA-2485111;R-HSA-1454757;R-HSA-1474213;R-HSA-1564164;R-HSA-1474210;R-HSA-2473584;R-HSA-1564112;R-HSA-1458433;R-HSA-2473596;R-HSA-1564142;R-HSA-2537499
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),10,71,0.004975124,0.003022949,0.145101553,42,42,0.003093467,9606,Homo sapiens,Srebf2;Tm7sf2;Idi1;Tbl1x;Hmgcr;Srebf1,,R-HSA-2426149;R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-1655835;R-HSA-2426150;R-HSA-1655837;R-HSA-2426144;R-HSA-1655836;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655824;R-HSA-1655827;R-HSA-1655826;R-HSA-2426158;R-HSA-2426153;R-HSA-2426152;R-HSA-1655828;R-HSA-2426155;R-HSA-2426154;R-HSA-1655830;R-HSA-2426164;R-HSA-6800052;R-HSA-2426161;R-HSA-2426160;R-HSA-1655823;R-HSA-2426163;R-HSA-2426162;R-HSA-1655849;R-HSA-2065966;R-HSA-1655848;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655845;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846
R-HSA-3000171,Non-integrin membrane-ECM interactions,9,61,0.004274403,0.003554284,0.163497081,6,22,0.001620387,9606,Homo sapiens,Col1a2;Col3a1;Col1a1;Col4a1;Col4a2;Nrxn1;Col5a1;Lamb1;Ddr1,,R-HSA-2328129;R-HSA-2426263;R-HSA-2426355;R-HSA-2465890;R-HSA-2327738;R-HSA-2731075
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,10,76,0.005325485,0.004828102,0.212436505,4,7,5.16E-04,9606,Homo sapiens,Pclo;Cacnb2;Whrn;Atp2b2;Eps8l2;Cacna2d2;Syn1;Pcdh15;Cap2;Sptan1,,R-HSA-9662114;R-HSA-9662096;R-HSA-9659380;R-HSA-9659515
R-HSA-8853659,RET signaling,7,43,0.003013103,0.005778539,0.242698623,24,24,0.001767695,9606,Homo sapiens,Ret;Rap1gap;Grb7;Gfra1;Pdlim7;Gfra3;Pik3r3,,R-HSA-8853734;R-HSA-8854981;R-HSA-8855747;R-HSA-8853762;R-HSA-8855617;R-HSA-8853793;R-HSA-8853792;R-HSA-8853774;R-HSA-8855564;R-HSA-8855915;R-HSA-8853737;R-HSA-8853801;R-HSA-8853800;R-HSA-8855508;R-HSA-8854899;R-HSA-8854897;R-HSA-8853745;R-HSA-8853789;R-HSA-8854908;R-HSA-8853755;R-HSA-8871227;R-HSA-8871226;R-HSA-8853753;R-HSA-8854905
R-HSA-418359,Reduction of cytosolic Ca++ levels,4,15,0.001051083,0.006691859,0.267674366,3,3,2.21E-04,9606,Homo sapiens,Atp2b2;Atp2b4;Atp2a3;Slc8a2,,R-HSA-418309;R-HSA-418365;R-HSA-425661
R-HSA-1474244,Extracellular matrix organization,27,329,0.023053745,0.007189907,0.280406361,131,319,0.023495618,9606,Homo sapiens,Nid2;Ctss;Cdh1;Nrxn1;Colgalt2;Loxl2;Tnr;Lamb1;Cd44;Jam2;Col1a2;Col3a1;Col1a1;Col6a1;Col6a2;Col4a1;Col4a2;Col5a1;Bgn;Adamts9;Col6a6;Col6a3;Hapln1;Bmp1;Fbn1;Ddr1,,R-HSA-8944265;R-HSA-2002460;R-HSA-2426676;R-HSA-1566981;R-HSA-1564164;R-HSA-1566979;R-HSA-2002440;R-HSA-1458433;R-HSA-2534206;R-HSA-2466106;R-HSA-2250301;R-HSA-4084507;R-HSA-4084505;R-HSA-4084501;R-HSA-2534160;R-HSA-2002466;R-HSA-2318623;R-HSA-2537499;R-HSA-2327909;R-HSA-2465890;R-HSA-4224014;R-HSA-2534260;R-HSA-2485111;R-HSA-2473584;R-HSA-1980233;R-HSA-2473596;R-HSA-2752115;R-HSA-1592387;R-HSA-2395257;R-HSA-1650808;R-HSA-4085087;R-HSA-2328129;R-HSA-1614460;R-HSA-1614461;R-HSA-2731075;R-HSA-2327886;R-HSA-2396234;R-HSA-2213201;R-HSA-2213200;R-HSA-2328145;R-HSA-2514772;R-HSA-2395223;R-HSA-8948219;R-HSA-2243926;R-HSA-2213205;R-HSA-8948222;R-HSA-2213207;R-HSA-2426450;R-HSA-2243931;R-HSA-2681681;R-HSA-2465883;R-HSA-8948232;R-HSA-2395302;R-HSA-114563;R-HSA-4086204;R-HSA-8948234;R-HSA-2426530;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-4084912;R-HSA-8948231;R-HSA-2424246;R-HSA-2395314;R-HSA-2327733;R-HSA-2424243;R-HSA-2396083;R-HSA-2395324;R-HSA-2424252;R-HSA-2327738;R-HSA-4084903;R-HSA-2466238;R-HSA-2214330;R-HSA-3814820;R-HSA-2395322;R-HSA-2514823;R-HSA-2161282;R-HSA-2022073;R-HSA-2514831;R-HSA-2327695;R-HSA-1981104;R-HSA-2559639;R-HSA-2426263;R-HSA-1454757;R-HSA-1474213;R-HSA-1474210;R-HSA-2485148;R-HSA-2328033;R-HSA-4539779;R-HSA-2328037;R-HSA-1564112;R-HSA-2129385;R-HSA-265422;R-HSA-265423;R-HSA-2396399;R-HSA-3827958;R-HSA-1474266;R-HSA-1454791;R-HSA-202706;R-HSA-2328048;R-HSA-2533874;R-HSA-1981128;R-HSA-2426355;R-HSA-8944223;R-HSA-2327803;R-HSA-8944214;R-HSA-1981120;R-HSA-2002428;R-HSA-2022141;R-HSA-3907292;R-HSA-2395340;R-HSA-2129353;R-HSA-216040;R-HSA-2089971;R-HSA-1454843;R-HSA-2129357;R-HSA-1592310;R-HSA-216045;R-HSA-1454822;R-HSA-216051;R-HSA-2129362;R-HSA-216048;R-HSA-2396370;R-HSA-8944240;R-HSA-2396124;R-HSA-1564142;R-HSA-216058;R-HSA-1981157;R-HSA-8944247;R-HSA-2129375
R-HSA-4641265,Repression of WNT target genes,4,16,0.001121155,0.008341176,0.302567843,6,7,5.16E-04,9606,Homo sapiens,Tle3;Tle2;Axin2,,R-HSA-4649028;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348;R-HSA-4641229
R-HSA-186797,Signaling by PDGF,9,70,0.004905052,0.008404662,0.302567843,2,31,0.002283273,9606,Homo sapiens,Col3a1;Grb7;Col6a1;Col6a2;Col4a1;Col4a2;Col5a1;Col6a6;Col6a3,,R-HSA-382055;R-HSA-382054
R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,3,9,6.31E-04,0.010186959,0.35654357,3,3,2.21E-04,9606,Homo sapiens,Ctgf;Tead1,,R-HSA-8951676;R-HSA-8951695;R-HSA-1989766
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),10,87,0.006096279,0.011719052,0.386728724,52,52,0.003830007,9606,Homo sapiens,Srebf2;Tm7sf2;Idi1;Tbl1x;Hmgcr;Srebf1,,R-HSA-2426149;R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-1655835;R-HSA-1655834;R-HSA-2426150;R-HSA-1655837;R-HSA-2426144;R-HSA-1655836;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-1655825;R-HSA-2426157;R-HSA-2426156;R-HSA-1655824;R-HSA-1655827;R-HSA-1655826;R-HSA-2426158;R-HSA-2426153;R-HSA-2426152;R-HSA-1655828;R-HSA-1655831;R-HSA-2426155;R-HSA-2426154;R-HSA-1655830;R-HSA-2065550;R-HSA-2426164;R-HSA-2065549;R-HSA-2426161;R-HSA-2426160;R-HSA-1655823;R-HSA-2426163;R-HSA-2426162;R-HSA-2065539;R-HSA-1655849;R-HSA-2065966;R-HSA-1655848;R-HSA-1655851;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655842;R-HSA-1655845;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846;R-HSA-6800052;R-HSA-2317531;R-HSA-2317530
R-HSA-9659379,Sensory processing of sound,10,87,0.006096279,0.011719052,0.386728724,5,13,9.58E-04,9606,Homo sapiens,Pclo;Cacnb2;Whrn;Atp2b2;Eps8l2;Cacna2d2;Syn1;Pcdh15;Cap2;Sptan1,,R-HSA-9663363;R-HSA-9662114;R-HSA-9662096;R-HSA-9659380;R-HSA-9659515
R-HSA-428890,Role of ABL in ROBO-SLIT signaling,3,10,7.01E-04,0.013484948,0.431518335,4,4,2.95E-04,9606,Homo sapiens,Mast1;Abl1;Cap2,,R-HSA-428885;R-HSA-428883;R-HSA-376141;R-HSA-428888
R-HSA-9675108,Nervous system development,43,621,0.04351482,0.015312095,0.474674943,144,324,0.023863887,9606,Homo sapiens,Ret;Cacna1g;Grb7;Rap1gap;Pdlim7;Mast1;Pak7;Cxcr4;Pak6;Abl1;Lamb1;Gfra1;Gfra3;Cap2;Col3a1;Efnb3;Cacnb2;Col6a1;Col6a2;Tubb1;Col4a1;Col4a2;Col5a1;Col6a6;Ank3;Col6a3;Isl1;Plxna2;Sptan1;Srebf2;Tead1;Sptbn4;Dlg4;Myo10;Limk2;Hmgcr;Upf3b;Unc5c;Sh3gl2;Pik3r3;Robo2,,R-HSA-525833;R-HSA-593672;R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-9621399;R-HSA-3928627;R-HSA-419087;R-HSA-3928625;R-HSA-9621400;R-HSA-3928624;R-HSA-3928631;R-HSA-9621406;R-HSA-9011077;R-HSA-9621404;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-8986258;R-HSA-3928608;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-3928604;R-HSA-3928595;R-HSA-392749;R-HSA-3928594;R-HSA-418863;R-HSA-392751;R-HSA-3928592;R-HSA-3928598;R-HSA-418859;R-HSA-3928597;R-HSA-9621410;R-HSA-555065;R-HSA-9621411;R-HSA-3928584;R-HSA-3928591;R-HSA-3928588;R-HSA-399934;R-HSA-3928578;R-HSA-399935;R-HSA-3928577;R-HSA-399933;R-HSA-3928583;R-HSA-399930;R-HSA-399931;R-HSA-399928;R-HSA-3928580;R-HSA-9619666;R-HSA-399942;R-HSA-8854981;R-HSA-376134;R-HSA-399941;R-HSA-8855747;R-HSA-399939;R-HSA-9619668;R-HSA-376141;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-8985799;R-HSA-399944;R-HSA-9010648;R-HSA-428885;R-HSA-8855508;R-HSA-428883;R-HSA-399952;R-HSA-9010641;R-HSA-9010643;R-HSA-9010898;R-HSA-9010645;R-HSA-8985812;R-HSA-428888;R-HSA-8853734;R-HSA-375149;R-HSA-375151;R-HSA-3928657;R-HSA-375144;R-HSA-8853737;R-HSA-392053;R-HSA-392054;R-HSA-3928654;R-HSA-8853745;R-HSA-392051;R-HSA-3928641;R-HSA-3928640;R-HSA-8853755;R-HSA-8853753;R-HSA-3928645;R-HSA-3928644;R-HSA-443778;R-HSA-8853762;R-HSA-8853774;R-HSA-445071;R-HSA-8855564;R-HSA-445079;R-HSA-445076;R-HSA-445077;R-HSA-9014812;R-HSA-374675;R-HSA-9615626;R-HSA-8853789;R-HSA-4093339;R-HSA-8853793;R-HSA-4093336;R-HSA-8853792;R-HSA-4093332;R-HSA-4093330;R-HSA-4093331;R-HSA-374696;R-HSA-8853801;R-HSA-8853800;R-HSA-4093329;R-HSA-391868;R-HSA-391871;R-HSA-9014834;R-HSA-8871227;R-HSA-391865;R-HSA-8871226;R-HSA-391866;R-HSA-8855617;R-HSA-9010503;R-HSA-9010523;R-HSA-373713;R-HSA-416723;R-HSA-428510;R-HSA-9014610;R-HSA-9010539;R-HSA-9010541;R-HSA-8855915;R-HSA-9618559;R-HSA-373739;R-HSA-373751;R-HSA-8854899;R-HSA-428531;R-HSA-9014652;R-HSA-8854897;R-HSA-8854908;R-HSA-8854905
R-HSA-422356,Regulation of insulin secretion,11,106,0.00742765,0.01681572,0.504471598,17,34,0.002504235,9606,Homo sapiens,Rapgef4;Cacnb2;Abcc8;Glp1r;Slc2a2;Itpr3;Cacna2d2;Itpr2;Plcb1;Adcy6;Itpr1,,R-HSA-381607;R-HSA-400097;R-HSA-400046;R-HSA-265645;R-HSA-381612;R-HSA-381644;R-HSA-265166;R-HSA-499981;R-HSA-381704;R-HSA-381608;R-HSA-381706;R-HSA-169683;R-HSA-400023;R-HSA-169680;R-HSA-265682;R-HSA-399998;R-HSA-381727
R-HSA-4086398,Ca2+ pathway,9,81,0.005675846,0.019757405,0.572964752,13,27,0.001988657,9606,Homo sapiens,Mov10;Gnao1;Axin2;Itpr3;Itpr2;Plcb1;Nfatc2;Itpr1,,R-HSA-8944362;R-HSA-4411365;R-HSA-4518575;R-HSA-4551465;R-HSA-169680;R-HSA-4420052;R-HSA-398193;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585;R-HSA-4551451;R-HSA-398040
R-HSA-8874081,MET activates PTK2 signaling,5,32,0.00224231,0.0215506,0.603416787,1,5,3.68E-04,9606,Homo sapiens,Col1a2;Col3a1;Col1a1;Col5a1;Lamb1,,R-HSA-8874079
R-HSA-2025928,Calcineurin activates NFAT,3,12,8.41E-04,0.02170603,0.607768851,3,3,2.21E-04,9606,Homo sapiens,Fkbp1b;Nfatc2,,R-HSA-2025882;R-HSA-2025890;R-HSA-9690461
R-HSA-5368598,Negative regulation of TCF-dependent signaling by DVL-interacting proteins,2,5,3.50E-04,0.025354582,0.684573725,2,2,1.47E-04,9606,Homo sapiens,Ccdc88c;Cxxc4,,R-HSA-5368582;R-HSA-5368588
R-HSA-163685,Integration of energy metabolism,13,145,0.010160465,0.02852255,0.740335787,33,62,0.004566546,9606,Homo sapiens,Mlxipl;Cacnb2;Pklr;Plcb1;Rapgef4;Abcc8;Glp1r;Slc2a2;Itpr3;Cacna2d2;Itpr2;Adcy6;Itpr1,,R-HSA-164423;R-HSA-381644;R-HSA-265166;R-HSA-499981;R-HSA-381704;R-HSA-381706;R-HSA-163666;R-HSA-169683;R-HSA-400023;R-HSA-169680;R-HSA-163670;R-HSA-265682;R-HSA-163733;R-HSA-163669;R-HSA-164056;R-HSA-163672;R-HSA-381727;R-HSA-164377;R-HSA-163743;R-HSA-163676;R-HSA-381607;R-HSA-163617;R-HSA-163748;R-HSA-400097;R-HSA-400046;R-HSA-265645;R-HSA-381612;R-HSA-163691;R-HSA-163688;R-HSA-163689;R-HSA-381608;R-HSA-163770;R-HSA-399998
