Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",9,43,0.003013103,0.002685388,0.349100494,3,20,0.001473079,9606,Homo sapiens,Crebbp;Ncoa1;Dbp;Tbl1xr1;Ncoa6;Tbl1x;Chd9;Zc3h12c,,R-HSA-879724;R-HSA-5663132;R-HSA-879762
R-HSA-163765,ChREBP activates metabolic gene expression,4,9,6.31E-04,0.003276482,0.355679809,6,6,4.42E-04,9606,Homo sapiens,Acly;Mlxipl;Acaca,,R-HSA-163666;R-HSA-163748;R-HSA-163733;R-HSA-163669;R-HSA-163770;R-HSA-163743
R-HSA-418359,Reduction of cytosolic Ca++ levels,5,15,0.001051083,0.003549808,0.355679809,2,3,2.21E-04,9606,Homo sapiens,Atp2b2;Atp2b1;Atp2b4;Atp2a3;Atp2a2,,R-HSA-418309;R-HSA-418365
R-HSA-4086398,Ca2+ pathway,13,81,0.005675846,0.003555961,0.355679809,17,27,0.001988657,9606,Homo sapiens,Fzd3;Gnao1;Tnrc6b;Plcb1;Ago3;Ago2;Tcf4;Kras;Prkca;Gng12;Itpr2;Nfatc2;Itpr1,,R-HSA-8944362;R-HSA-4332390;R-HSA-4332359;R-HSA-4411365;R-HSA-4518575;R-HSA-4551465;R-HSA-169680;R-HSA-4411383;R-HSA-398193;R-HSA-4420052;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-4518585;R-HSA-3965441;R-HSA-398040;R-HSA-4551451
R-HSA-9675151,Disorders of Developmental Biology,5,16,0.001121155,0.004646186,0.355679809,5,5,3.68E-04,9606,Homo sapiens,Ncor1;Mecp2;Tbl1xr1;Tbl1x,,R-HSA-9005561;R-HSA-9022462;R-HSA-9005585;R-HSA-9022465;R-HSA-9023461
R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,5,16,0.001121155,0.004646186,0.355679809,5,5,3.68E-04,9606,Homo sapiens,Ncor1;Mecp2;Tbl1xr1;Tbl1x,,R-HSA-9005561;R-HSA-9022462;R-HSA-9005585;R-HSA-9022465;R-HSA-9023461
R-HSA-9005895,Pervasive developmental disorders,5,16,0.001121155,0.004646186,0.355679809,5,5,3.68E-04,9606,Homo sapiens,Ncor1;Mecp2;Tbl1xr1;Tbl1x,,R-HSA-9005561;R-HSA-9022462;R-HSA-9005585;R-HSA-9022465;R-HSA-9023461
R-HSA-9697154,Disorders of Nervous System Development,5,16,0.001121155,0.004646186,0.355679809,5,5,3.68E-04,9606,Homo sapiens,Ncor1;Mecp2;Tbl1xr1;Tbl1x,,R-HSA-9005561;R-HSA-9022462;R-HSA-9005585;R-HSA-9022465;R-HSA-9023461
R-HSA-9022707,MECP2 regulates transcription factors,4,10,7.01E-04,0.004742397,0.355679809,8,8,5.89E-04,9606,Homo sapiens,Mecp2;Mef2c,,R-HSA-9021944;R-HSA-9021851;R-HSA-9021949;R-HSA-9021950;R-HSA-9017441;R-HSA-9021952;R-HSA-9017447;R-HSA-9021847
R-HSA-5218921,VEGFR2 mediated cell proliferation,7,31,0.002172237,0.005174525,0.363570051,7,12,8.84E-04,9606,Homo sapiens,Prkcb;Pdpk1;Kras;Prkca;Itpr2;Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-5218845;R-HSA-5218813;R-HSA-5218823;R-HSA-5218821;R-HSA-5218805
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,11,66,0.004624764,0.005346618,0.363570051,14,40,0.002946159,9606,Homo sapiens,Abca1;Ncor1;Ncoa1;Tbl1xr1;Ago3;Ago2;Ep300;Tbl1x;Tnrc6b,,R-HSA-9618486;R-HSA-9029551;R-HSA-9024334;R-HSA-9618392;R-HSA-9657791;R-HSA-9605052;R-HSA-9624925;R-HSA-9024326;R-HSA-9029561;R-HSA-9605057;R-HSA-9618405;R-HSA-9038545;R-HSA-9618479;R-HSA-9619756
R-HSA-194138,Signaling by VEGF,18,138,0.00966996,0.005984738,0.389007938,29,86,0.006334242,9606,Homo sapiens,Shc2;Rictor;Itgav;Trib1;Cdh5;Axl;Prkcb;Pdpk1;Ctnnd1;Cybb;Akt3;Kras;Rock1;Prkca;Pak3;Itpr2;Itpr1,,R-HSA-5218830;R-HSA-5218827;R-HSA-5218826;R-HSA-5218823;R-HSA-4420107;R-HSA-5218821;R-HSA-5218819;R-HSA-5218818;R-HSA-5228992;R-HSA-169683;R-HSA-169680;R-HSA-5218845;R-HSA-5357445;R-HSA-5218841;R-HSA-5218836;R-HSA-2317314;R-HSA-5357429;R-HSA-5357432;R-HSA-5218851;R-HSA-2316429;R-HSA-5357472;R-HSA-5218813;R-HSA-198640;R-HSA-5357477;R-HSA-5357479;R-HSA-5357483;R-HSA-5218805;R-HSA-3928647;R-HSA-198270
R-HSA-9013409,RHOJ GTPase cycle,10,59,0.004134258,0.006894838,0.420286029,3,3,2.21E-04,9606,Homo sapiens,Arhgap26;Cdc42bpa;Slc4a7;Arhgap35;Trio;Dock8;Fhod3;Ocrl;Pak3;Arhgap21,,R-HSA-9017488;R-HSA-9017507;R-HSA-9017491
R-HSA-445095,Interaction between L1 and Ankyrins,7,33,0.002312382,0.007170659,0.420286029,4,4,2.95E-04,9606,Homo sapiens,Sptbn4;Scn9a;Ank3;Scn3a;Sptbn1;Sptan1;Ank,,R-HSA-445076;R-HSA-374675;R-HSA-392751;R-HSA-373739
R-HSA-9022534,Loss of MECP2 binding ability to 5hmC-DNA,2,2,1.40E-04,0.008041755,0.420286029,1,1,7.37E-05,9606,Homo sapiens,Mecp2,,R-HSA-9022462
R-HSA-9707616,Heme signaling,11,70,0.004905052,0.008098555,0.420286029,12,25,0.001841349,9606,Homo sapiens,Crebbp;Ncor1;Ncoa1;Mef2c;Tbl1xr1;Ncoa6;Ep300;Tbl1x;Chd9;Emb;Zc3h12c,,R-HSA-400342;R-HSA-1368069;R-HSA-5663271;R-HSA-1368119;R-HSA-9708423;R-HSA-1368065;R-HSA-5663265;R-HSA-1368140;R-HSA-9708430;R-HSA-549475;R-HSA-5663245;R-HSA-5663258
R-HSA-375165,NCAM signaling for neurite out-growth,11,70,0.004905052,0.008098555,0.420286029,9,23,0.001694041,9606,Homo sapiens,Cacna1g;Col3a1;Sptbn4;Col5a2;Col4a1;Col6a6;Col6a3;Kras;Sptbn1;Sptan1,,R-HSA-392053;R-HSA-525833;R-HSA-392054;R-HSA-392051;R-HSA-391868;R-HSA-375151;R-HSA-391871;R-HSA-391865;R-HSA-391866
R-HSA-199992,trans-Golgi Network Vesicle Budding,12,80,0.005605774,0.00825925,0.420286029,11,19,0.001399425,9606,Homo sapiens,Picalm;Golgb1;Ap1s2;Sort1;Cltc;Pik3c2a;Ocrl;Sh3gl2;Ap1g1,,R-HSA-5671702;R-HSA-421831;R-HSA-432706;R-HSA-8874979;R-HSA-432707;R-HSA-432688;R-HSA-421836;R-HSA-5333658;R-HSA-421835;R-HSA-432712;R-HSA-421833
R-HSA-432722,Golgi Associated Vesicle Biogenesis,10,61,0.004274403,0.008577266,0.420286029,5,7,5.16E-04,9606,Homo sapiens,Picalm;Golgb1;Ap1s2;Sort1;Cltc;Pik3c2a;Ocrl;Sh3gl2;Ap1g1,,R-HSA-421831;R-HSA-8874979;R-HSA-421836;R-HSA-421835;R-HSA-421833
R-HSA-418360,Platelet calcium homeostasis,7,35,0.002452526,0.009686845,0.44833545,3,8,5.89E-04,9606,Homo sapiens,Atp2b2;Atp2b1;Atp2b4;Atp2a3;Atp2a2;Itpr2;Itpr1,,R-HSA-418309;R-HSA-418365;R-HSA-139854
R-HSA-195721,Signaling by WNT,34,332,0.023263962,0.009746423,0.44833545,93,157,0.011563674,9606,Homo sapiens,Gnao1;Ep300;Csnk1a1;Plcb1;Cltc;Kras;Emb;Sox7;Cxxc4;Wnt4;Nfatc2;Tle3;Fzd3;Tle2;Ccdc88c;Tnks;Tnrc6b;Kmt2d;Usp34;Crebbp;Prkcb;Apc;Ago3;Ago2;Chd8;Tcf4;Prkca;Gng12;Itpr2;Prickle1;Itpr1,,R-HSA-3858491;R-HSA-4649028;R-HSA-3322422;R-HSA-4332359;R-HSA-3601585;R-HSA-3858482;R-HSA-3322427;R-HSA-3769392;R-HSA-3364026;R-HSA-4641231;R-HSA-3858480;R-HSA-3322424;R-HSA-4641229;R-HSA-3781941;R-HSA-3322431;R-HSA-3781943;R-HSA-3322429;R-HSA-4608855;R-HSA-4608852;R-HSA-3238691;R-HSA-4411351;R-HSA-3769391;R-HSA-4420052;R-HSA-3238694;R-HSA-3364014;R-HSA-3640874;R-HSA-5665608;R-HSA-4411357;R-HSA-3640872;R-HSA-5099886;R-HSA-3769370;R-HSA-4608866;R-HSA-4332390;R-HSA-4411367;R-HSA-3451153;R-HSA-4411365;R-HSA-3640862;R-HSA-3640861;R-HSA-3640858;R-HSA-1458875;R-HSA-4411372;R-HSA-195251;R-HSA-4411383;R-HSA-5246693;R-HSA-6781905;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3640844;R-HSA-3965441;R-HSA-3451147;R-HSA-3299569;R-HSA-5140747;R-HSA-2130279;R-HSA-195275;R-HSA-2130282;R-HSA-2130286;R-HSA-5138432;R-HSA-5138433;R-HSA-5229343;R-HSA-195283;R-HSA-3247840;R-HSA-195280;R-HSA-169680;R-HSA-3247843;R-HSA-195287;R-HSA-5368580;R-HSA-5138459;R-HSA-8944349;R-HSA-3247844;R-HSA-201685;R-HSA-5368582;R-HSA-5368588;R-HSA-398040;R-HSA-4551451;R-HSA-8944362;R-HSA-3361751;R-HSA-195300;R-HSA-8944352;R-HSA-195304;R-HSA-4518575;R-HSA-5229348;R-HSA-4551465;R-HSA-3247837;R-HSA-5626938;R-HSA-3322434;R-HSA-5334050;R-HSA-201712;R-HSA-195318;R-HSA-398193;R-HSA-3364042;R-HSA-4518585;R-HSA-4608825
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,8,44,0.003083176,0.010081246,0.453656079,10,14,0.001031156,9606,Homo sapiens,Kmt2d;Tle3;Tle2;Apc;Chd8;Tcf4;Emb;Sox7,,R-HSA-3322434;R-HSA-3361751;R-HSA-5368580;R-HSA-3769391;R-HSA-3364042;R-HSA-3769392;R-HSA-3322431;R-HSA-5665608;R-HSA-5626938;R-HSA-3322429
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,7,36,0.002522598,0.011162007,0.471683409,14,39,0.002872505,9606,Homo sapiens,Fkbp1b;Ppp1cb;Nedd4;Nedd4l;Bambi;Emb;Mtmr4;Cbl,,R-HSA-2176417;R-HSA-178178;R-HSA-2176416;R-HSA-178215;R-HSA-2187401;R-HSA-178218;R-HSA-173483;R-HSA-4332235;R-HSA-2187405;R-HSA-4332236;R-HSA-178189;R-HSA-2167924;R-HSA-2169050;R-HSA-170846
R-HSA-5578775,Ion homeostasis,10,64,0.004484619,0.011670091,0.471683409,10,16,0.001178464,9606,Homo sapiens,Fkbp1b;Camk2b;Dmpk;Atp2b2;Atp2b1;Atp2b4;Atp2a3;Atp2a2;Itpr2;Itpr1,,R-HSA-427910;R-HSA-169683;R-HSA-418309;R-HSA-2855020;R-HSA-5226904;R-HSA-5617182;R-HSA-5578777;R-HSA-139854;R-HSA-5617179;R-HSA-5617178
R-HSA-426496,Post-transcriptional silencing by small RNAs,3,7,4.91E-04,0.01178073,0.471683409,3,3,2.21E-04,9606,Homo sapiens,Ago3;Ago2;Tnrc6b,,R-HSA-426522;R-HSA-426520;R-HSA-426489
R-HSA-983712,Ion channel transport,23,206,0.014434868,0.012333252,0.471683409,17,45,0.003314429,9606,Homo sapiens,Atp4a;Fkbp1b;Trpm2;Unc80;Atp2b2;Atp2b1;Atp2b4;Atp2a3;Atp2a2;Nedd4;Scnn1b;Atp8a1;Ano6;Atp8b1;Atp7a;Unc79;Asic2;Trpm5;Camk2b;Wnk1;Wnk3;Nedd4l;Nalcn,,R-HSA-427910;R-HSA-8863494;R-HSA-2730664;R-HSA-418309;R-HSA-2671885;R-HSA-2682349;R-HSA-9650165;R-HSA-2672334;R-HSA-2855020;R-HSA-947591;R-HSA-3295579;R-HSA-9727198;R-HSA-936802;R-HSA-2684901;R-HSA-3295580;R-HSA-418365;R-HSA-939763
R-HSA-5576891,Cardiac conduction,17,138,0.00966996,0.012412721,0.471683409,16,27,0.001988657,9606,Homo sapiens,Fkbp1b;Dmpk;Atp2b2;Atp2b1;Akap9;Atp2b4;Atp2a3;Scn9a;Atp2a2;Scn3a;Kcnj2;Camk2b;Kcnip3;Kcnk16;Hipk1;Itpr2;Itpr1,,R-HSA-427910;R-HSA-418309;R-HSA-2855020;R-HSA-5577234;R-HSA-5576895;R-HSA-5617182;R-HSA-5578910;R-HSA-5578777;R-HSA-139854;R-HSA-5617179;R-HSA-5577050;R-HSA-5617178;R-HSA-169683;R-HSA-5226904;R-HSA-1296046;R-HSA-2032800
R-HSA-399719,Trafficking of AMPA receptors,7,37,0.00259267,0.012793431,0.473356942,4,4,2.95E-04,9606,Homo sapiens,Gria2;Camk2b;Prkcb;Dlg4;Myo6;Prkca;Gria3,,R-HSA-416320;R-HSA-421007;R-HSA-416639;R-HSA-416985
R-HSA-383280,Nuclear Receptor transcription pathway,12,86,0.006026207,0.013876037,0.495491629,2,2,1.47E-04,9606,Homo sapiens,Ncor1;Nr3c1;Thrb;Vdr,,R-HSA-382096;R-HSA-376419
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,10,66,0.004624764,0.014156904,0.495491629,11,29,0.002135965,9606,Homo sapiens,Mecp2;Ranbp2;Tpr;Cltc;Msn;Gcc2;Frs2;Birc6;Lmo7,,R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9712087;R-HSA-9712081;R-HSA-9701810;R-HSA-9700179;R-HSA-9712083;R-HSA-9712078;R-HSA-9712079;R-HSA-9701903
R-HSA-9700206,Signaling by ALK in cancer,10,66,0.004624764,0.014156904,0.495491629,12,37,0.002725197,9606,Homo sapiens,Mecp2;Ranbp2;Tpr;Cltc;Msn;Gcc2;Frs2;Birc6;Lmo7,,R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9712087;R-HSA-9712081;R-HSA-9701810;R-HSA-9700179;R-HSA-9712083;R-HSA-9700131;R-HSA-9712078;R-HSA-9712079;R-HSA-9701903
R-HSA-373760,L1CAM interactions,16,130,0.009109383,0.015072904,0.50397689,26,54,0.003977315,9606,Homo sapiens,Scn9a;Msn;Ank3;Itgav;Scn3a;Sptbn1;Cntn1;Sptan1;Dnm3;Sptbn4;Dlg4;Itga2;Dcx;Cltc;Sh3gl2;Ank,,R-HSA-376134;R-HSA-443779;R-HSA-445071;R-HSA-443784;R-HSA-374677;R-HSA-445079;R-HSA-445076;R-HSA-445077;R-HSA-374675;R-HSA-374686;R-HSA-374680;R-HSA-373733;R-HSA-373729;R-HSA-445091;R-HSA-445088;R-HSA-445089;R-HSA-392749;R-HSA-392748;R-HSA-392751;R-HSA-374696;R-HSA-373739;R-HSA-447030;R-HSA-555065;R-HSA-443774;R-HSA-447034;R-HSA-437243
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,9,57,0.003994114,0.015272027,0.50397689,15,18,0.001325772,9606,Homo sapiens,Crebbp;Ncor1;Tle3;Tle2;Tbl1xr1;Nbea;Ep300;Tbl1x;Hdac6,,R-HSA-9667638;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-9667657;R-HSA-1912359;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",7,39,0.002732815,0.01655858,0.529874546,9,9,6.63E-04,9606,Homo sapiens,Gria2;Camk2b;Prkcb;Dlg4;Myo6;Prkca;Gria3,,R-HSA-420980;R-HSA-416320;R-HSA-399712;R-HSA-420977;R-HSA-421007;R-HSA-416639;R-HSA-399711;R-HSA-420975;R-HSA-416985
R-HSA-5545619,XAV939 stabilizes AXIN,2,3,2.10E-04,0.01732391,0.554365106,1,1,7.37E-05,9606,Homo sapiens,Tnks,,R-HSA-5262606
R-HSA-3214841,PKMTs methylate histone lysines,8,49,0.003433537,0.018016525,0.558512266,7,22,0.001620387,9606,Homo sapiens,Kmt2d;Setd2;Kmt2e;Mecom;Kmt2a;Nsd1;Kmt2c;Ash1l,,R-HSA-5637686;R-HSA-5159245;R-HSA-5244692;R-HSA-5634802;R-HSA-5638157;R-HSA-5638141;R-HSA-4827383
R-HSA-525793,Myogenesis,6,32,0.00224231,0.021208197,0.61389428,11,14,0.001031156,9606,Homo sapiens,Spag9;Mef2a;Mef2c;Cdh2;Ctnna2;Tcf4,,R-HSA-376117;R-HSA-448951;R-HSA-375140;R-HSA-376119;R-HSA-448962;R-HSA-448963;R-HSA-449200;R-HSA-448958;R-HSA-448957;R-HSA-376121;R-HSA-448955
R-HSA-9703465,Signaling by FLT3 fusion proteins,6,32,0.00224231,0.021208197,0.61389428,11,18,0.001325772,9606,Homo sapiens,Golgb1;Myo18a;Kras;Trip11;Sptbn1,,R-HSA-9703430;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-9703437;R-HSA-9703438;R-HSA-9703439;R-HSA-9703432;R-HSA-9703433;R-HSA-9703434;R-HSA-9703435
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),10,71,0.004975124,0.02208658,0.61389428,22,42,0.003093467,9606,Homo sapiens,Crebbp;Ncoa1;Tbl1xr1;Sp1;Ncoa6;Tbl1x;Chd9;Zc3h12c;Acaca,,R-HSA-2426148;R-HSA-1655832;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655827;R-HSA-1655826;R-HSA-2426153;R-HSA-2426152;R-HSA-2426155;R-HSA-1655830;R-HSA-1655848;R-HSA-1655850;R-HSA-2426161;R-HSA-2426160;R-HSA-2426163;R-HSA-1655823;R-HSA-1655843;R-HSA-1655845;R-HSA-1655847;R-HSA-1655846
R-HSA-936837,Ion transport by P-type ATPases,10,71,0.004975124,0.02208658,0.61389428,7,16,0.001178464,9606,Homo sapiens,Atp4a;Camk2b;Atp2b2;Atp2b1;Atp2b4;Atp2a3;Atp2a2;Atp8a1;Atp8b1;Atp7a,,R-HSA-427910;R-HSA-418309;R-HSA-947591;R-HSA-9727198;R-HSA-418365;R-HSA-936802;R-HSA-939763
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,3,9,6.31E-04,0.022736825,0.61389428,1,1,7.37E-05,9606,Homo sapiens,Nf1;Kras,,R-HSA-6802837
R-HSA-447043,Neurofascin interactions,3,9,6.31E-04,0.022736825,0.61389428,5,7,5.16E-04,9606,Homo sapiens,Dcx;Cntn1;Ank,,R-HSA-373733;R-HSA-373729;R-HSA-445091;R-HSA-443774;R-HSA-437243
R-HSA-432720,Lysosome Vesicle Biogenesis,7,43,0.003013103,0.026316822,0.653962259,6,8,5.89E-04,9606,Homo sapiens,Ap1s2;Cltc;Sh3gl2;Ap1g1,,R-HSA-5671702;R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-5333658;R-HSA-432712
R-HSA-9696264,RND3 GTPase cycle,7,43,0.003013103,0.026316822,0.653962259,1,2,1.47E-04,9606,Homo sapiens,Picalm;Arhgap35;Wdr6;Pkp4;Rock1;Arhgap21;Ptpn13,,R-HSA-9696268
R-HSA-9682385,FLT3 signaling in disease,7,43,0.003013103,0.026316822,0.653962259,13,52,0.003830007,9606,Homo sapiens,Golgb1;Myo18a;Kras;Trip11;Cbl;Sptbn1,,R-HSA-9706356;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-9703430;R-HSA-9703437;R-HSA-9703438;R-HSA-9703439;R-HSA-9703432;R-HSA-9703433;R-HSA-9703434;R-HSA-9695853;R-HSA-9703435
